Genre,Type,Source,Producer,Studio,Rating,Members,ScoredBy,Episodes,C_Popular
6,3,15,103,69,6.71,3666.0,1719.0,3.0,1
20,5,9,19,44,6.63,10578.0,4241.0,12.0,1
3,5,6,104,6,7.04,83708.0,40212.0,52.0,0
2,5,9,0,17,6.82,18605.0,7011.0,12.0,0
0,5,6,89,16,7.21,25251.0,8046.0,26.0,0
0,5,6,105,2,7.57,9118.0,1732.0,124.0,1
0,5,9,37,16,6.29,6688.0,2296.0,12.0,1
1,5,12,106,29,6.85,21541.0,9312.0,24.0,0
3,5,9,3,16,7.52,47174.0,23160.0,26.0,0
1,4,12,58,12,6.51,2908.0,1208.0,4.0,1
6,5,8,107,30,7.61,3717.0,1188.0,26.0,1
1,5,6,18,64,7.42,81603.0,44036.0,9.0,0
1,3,6,18,4,6.59,3336.0,1412.0,3.0,1
1,5,6,18,4,6.57,4668.0,1906.0,16.0,1
2,3,5,108,16,7.31,24843.0,13996.0,2.0,0
1,5,9,109,17,8.21,93137.0,36446.0,38.0,0
6,1,7,110,34,8.17,40747.0,25518.0,1.0,0
0,0,8,111,37,7.22,49831.0,29471.0,1.0,0
26,3,6,112,4,5.99,10914.0,6122.0,1.0,1
0,5,6,3,70,7.39,34707.0,13039.0,102.0,0
25,5,6,26,34,7.75,87778.0,50775.0,43.0,0
1,3,6,113,71,6.99,32174.0,19732.0,1.0,0
8,5,6,0,10,6.98,7919.0,2994.0,12.0,1
2,3,6,114,4,5.08,6145.0,3385.0,1.0,1
6,5,1,31,26,7.16,2667.0,460.0,36.0,1
0,0,9,35,1,7.12,11608.0,5734.0,1.0,1
1,0,9,67,2,8.31,123839.0,64155.0,1.0,0
1,3,12,95,24,6.17,7653.0,2963.0,1.0,1
0,3,9,115,16,6.19,5063.0,2176.0,1.0,1
0,3,9,115,16,6.19,5063.0,2176.0,1.0,1
19,3,9,0,6,6.28,2457.0,869.0,4.0,1
8,5,6,4,4,6.71,6481.0,2701.0,12.0,1
23,5,9,46,0,6.71,13263.0,3793.0,25.0,1
1,5,6,104,24,6.58,3513.0,1161.0,13.0,1
1,3,14,17,11,7.19,18039.0,8251.0,2.0,0
1,5,15,116,72,5.83,3097.0,1430.0,13.0,1
2,5,5,27,24,7.01,36231.0,15469.0,6.0,0
3,5,9,37,41,7.99,342179.0,136666.0,23.0,0
0,0,6,44,0,6.3,3283.0,1223.0,1.0,1
15,0,6,66,13,8.02,46830.0,25761.0,1.0,0
1,5,6,2,10,6.56,4343.0,1314.0,13.0,1
1,5,9,117,50,6.93,21093.0,6626.0,13.0,0
0,5,6,0,13,8.55,149102.0,72115.0,26.0,0
0,0,15,66,13,7.38,36990.0,19914.0,1.0,0
1,0,6,7,7,7.58,11663.0,6286.0,1.0,1
0,0,6,29,13,7.44,15836.0,9283.0,1.0,0
1,5,15,0,54,6.51,7419.0,2890.0,13.0,1
0,3,6,5,38,7.64,17967.0,9294.0,1.0,0
26,3,9,118,73,6.03,3245.0,1422.0,2.0,1
0,5,9,65,9,6.46,9407.0,3586.0,13.0,1
1,5,5,23,29,6.52,16895.0,6102.0,26.0,0
1,5,6,19,74,6.67,13326.0,5461.0,12.0,1
6,5,9,12,2,7.4,55859.0,23994.0,51.0,0
12,3,6,26,20,6.3,2211.0,930.0,1.0,1
7,5,12,37,44,6.74,41152.0,20501.0,13.0,0
1,5,6,6,1,8.34,538057.0,334681.0,26.0,0
2,5,14,19,2,7.41,87946.0,38076.0,26.0,0
0,5,12,19,12,7.74,111672.0,46128.0,26.0,0
0,5,6,10,34,7.64,235319.0,126144.0,25.0,0
6,5,9,13,34,7.07,51650.0,28566.0,48.0,0
0,5,4,119,12,6.85,34011.0,15866.0,12.0,0
1,5,6,4,40,6.65,26355.0,11287.0,12.0,0
6,0,5,20,4,7.4,14220.0,7267.0,1.0,1
6,0,5,3,4,7.39,14230.0,7393.0,1.0,1
1,3,6,20,13,6.99,13716.0,7949.0,2.0,1
6,5,9,59,58,7.19,20104.0,4463.0,40.0,0
6,5,9,46,34,7.65,118332.0,74468.0,51.0,0
11,5,6,6,2,8.51,261810.0,108540.0,47.0,0
0,5,9,3,0,7.43,24577.0,8075.0,26.0,0
9,5,9,0,10,7.54,29535.0,8265.0,26.0,0
1,5,6,18,16,7.66,48264.0,26637.0,22.0,0
0,0,6,11,6,7.31,16360.0,8493.0,1.0,0
0,0,6,54,75,6.95,14758.0,7831.0,1.0,1
20,3,9,44,10,7.63,52759.0,20695.0,1.0,0
0,5,6,0,19,6.51,16375.0,8252.0,12.0,0
0,5,6,37,2,8.13,448189.0,232822.0,12.0,0
6,5,9,2,0,7.93,12363.0,3509.0,49.0,1
0,0,6,101,34,7.69,74231.0,47732.0,1.0,0
1,5,6,26,10,7.13,45331.0,21673.0,12.0,0
20,3,6,12,1,7.42,50518.0,26789.0,3.0,0
6,5,9,0,39,6.45,9824.0,4107.0,13.0,1
6,5,9,4,40,6.41,17832.0,5763.0,13.0,0
6,5,6,13,6,7.11,3086.0,780.0,55.0,1
1,5,6,70,48,7.67,9969.0,3067.0,26.0,1
0,5,6,85,46,6.67,34614.0,17211.0,13.0,0
0,3,6,17,16,7.16,9435.0,4660.0,1.0,1
0,5,6,3,0,9.01,457137.0,141307.0,201.0,0
2,5,6,59,12,6.74,9461.0,2841.0,13.0,1
1,4,9,41,23,6.55,3816.0,1885.0,1.0,1
1,3,9,37,55,6.79,4449.0,1890.0,2.0,1
3,5,15,120,54,6.3,3182.0,1651.0,51.0,1
3,5,14,120,9,6.72,3380.0,1811.0,52.0,1
0,5,9,0,0,7.35,5255.0,1092.0,49.0,1
3,5,9,12,0,7.02,7726.0,1635.0,39.0,1
1,3,6,4,21,6.14,6014.0,3309.0,1.0,1
15,5,12,37,10,8.1,451441.0,221668.0,26.0,0
0,5,14,8,9,7.37,77399.0,32796.0,24.0,0
6,0,6,96,6,6.98,119968.0,73879.0,1.0,0
0,3,6,0,11,6.74,19419.0,9481.0,1.0,0
1,5,5,23,25,7.35,53981.0,23017.0,26.0,0
1,5,9,4,76,7.07,21240.0,7163.0,12.0,0
15,5,5,37,17,6.88,12926.0,4408.0,13.0,1
2,5,6,27,2,6.52,6457.0,1862.0,12.0,1
0,3,9,36,11,7.94,69084.0,30711.0,6.0,0
1,5,6,13,27,7.79,6197.0,2464.0,142.0,1
1,5,15,0,2,6.37,4490.0,1295.0,12.0,1
0,5,6,67,1,7.35,52227.0,24781.0,11.0,0
6,5,9,121,34,6.91,1238.0,318.0,44.0,1
6,5,5,31,2,8.04,61680.0,23449.0,39.0,0
0,5,9,0,39,7.28,12506.0,4665.0,25.0,1
6,5,8,122,27,7.49,6028.0,1975.0,26.0,1
6,5,15,122,27,7.47,2598.0,1038.0,26.0,1
0,5,4,12,14,7.13,5114.0,2430.0,35.0,1
20,5,6,3,17,8.26,48109.0,17976.0,26.0,0
1,5,9,32,28,5.59,4299.0,1785.0,8.0,1
0,5,6,31,15,7.68,89391.0,45940.0,26.0,0
0,5,6,3,77,7.46,3570.0,1278.0,47.0,1
26,3,12,112,78,6.86,17427.0,9378.0,2.0,0
6,5,9,24,9,6.63,8947.0,2545.0,24.0,1
3,3,6,12,71,7.35,16409.0,6457.0,2.0,0
3,3,6,76,71,7.29,9582.0,4544.0,2.0,1
0,3,15,0,63,7.78,7363.0,3026.0,13.0,1
0,0,4,123,61,6.65,11356.0,7347.0,1.0,1
1,3,15,19,33,5.94,9573.0,4596.0,3.0,1
1,3,15,19,33,5.86,2321.0,998.0,1.0,1
0,5,15,124,24,6.28,1177.0,131.0,12.0,1
14,4,15,125,79,6.08,664.0,146.0,1.0,1
20,5,5,28,34,7.22,37266.0,17984.0,13.0,0
0,5,9,33,16,7.16,12320.0,6392.0,13.0,1
6,5,6,26,34,7.99,62934.0,33499.0,34.0,0
0,5,6,29,13,7.1,18219.0,7130.0,26.0,0
0,3,15,11,13,6.54,4344.0,1888.0,3.0,1
6,4,9,0,30,6.78,1474.0,698.0,1.0,1
0,3,9,0,11,7.76,48750.0,23742.0,6.0,0
0,0,15,33,16,7.5,16297.0,9073.0,1.0,0
1,3,6,27,11,7.74,13000.0,6564.0,2.0,1
0,0,15,13,10,7.47,11102.0,5706.0,1.0,1
14,5,9,85,13,7.32,39419.0,10447.0,24.0,0
8,4,9,20,4,7.07,4259.0,1833.0,2.0,1
1,4,6,20,23,7.75,57302.0,34398.0,1.0,0
1,4,6,20,23,7.75,57302.0,34398.0,1.0,0
2,3,6,71,2,7.22,29063.0,14577.0,2.0,0
6,5,15,20,4,6.92,10592.0,4548.0,23.0,1
0,5,5,12,2,6.69,15169.0,5583.0,13.0,0
0,3,5,12,2,7.06,7175.0,3006.0,3.0,1
3,3,9,45,1,8.1,43978.0,24230.0,4.0,0
0,3,15,126,50,6.98,4576.0,2177.0,2.0,1
3,5,9,33,16,7.1,19648.0,5445.0,13.0,0
6,3,6,0,6,6.19,2783.0,973.0,2.0,1
20,0,8,67,58,7.03,7801.0,2937.0,1.0,1
8,0,6,44,36,7.62,56039.0,27086.0,1.0,0
27,0,9,127,36,7.4,44420.0,25828.0,1.0,0
6,0,9,123,58,5.18,2006.0,907.0,1.0,1
6,0,8,46,6,6.95,4563.0,2099.0,1.0,1
0,0,9,0,2,8.32,79567.0,38253.0,1.0,0
26,3,12,69,40,5.97,1690.0,542.0,2.0,1
24,3,12,128,12,6.51,2724.0,1210.0,2.0,1
8,5,6,129,27,6.98,2080.0,465.0,47.0,1
2,3,6,52,2,6.61,8424.0,4575.0,1.0,1
2,3,6,2,13,6.61,7787.0,4364.0,1.0,1
0,3,6,71,2,6.8,13180.0,6356.0,2.0,1
6,5,6,24,24,7.11,16321.0,7359.0,12.0,0
25,5,9,85,55,6.45,18282.0,5724.0,13.0,0
11,0,1,130,80,7.03,8551.0,3166.0,1.0,1
3,5,6,43,34,7.56,51024.0,19208.0,76.0,0
1,3,6,29,13,6.22,4705.0,2504.0,1.0,1
0,5,15,18,24,6.38,3728.0,1725.0,16.0,1
1,5,6,9,11,7.49,28868.0,11430.0,24.0,0
6,3,6,0,63,7.43,5963.0,2610.0,7.0,1
2,5,6,9,3,8.11,17102.0,5244.0,101.0,0
6,5,15,79,0,6.84,1743.0,584.0,54.0,1
0,5,9,26,0,7.51,3921.0,1945.0,40.0,1
0,3,15,131,58,7.54,29260.0,13687.0,5.0,0
0,3,9,33,16,7.15,18564.0,8756.0,4.0,0
0,3,8,0,9,7.26,12058.0,4769.0,5.0,1
0,3,15,6,2,7.45,4508.0,1587.0,13.0,1
3,5,9,4,4,6.83,10067.0,3352.0,24.0,1
2,5,6,3,5,6.43,2145.0,461.0,13.0,1
6,3,12,50,34,6.59,9186.0,3780.0,3.0,1
8,5,6,51,6,7.67,21832.0,6501.0,48.0,0
0,5,9,79,62,8.05,58352.0,21609.0,36.0,0
0,0,9,14,62,8.05,25373.0,13107.0,1.0,0
0,0,9,24,0,7.39,17325.0,9886.0,1.0,0
0,0,9,24,0,7.51,14802.0,8566.0,1.0,0
0,0,9,24,0,7.85,14862.0,8336.0,1.0,0
1,5,6,26,47,6.17,780.0,80.0,136.0,1
3,0,9,0,13,7.85,15691.0,7544.0,1.0,0
2,5,12,58,48,6.1,7334.0,2322.0,13.0,1
3,3,8,20,4,6.23,2393.0,658.0,3.0,1
0,0,15,37,16,7.2,11673.0,6344.0,1.0,1
23,0,15,131,58,6.07,6372.0,2663.0,1.0,1
0,0,8,88,2,6.48,18345.0,8241.0,1.0,0
16,5,6,15,10,7.22,12420.0,5404.0,26.0,1
2,4,6,6,2,6.74,7198.0,2979.0,1.0,1
6,5,6,92,54,7.18,23911.0,12380.0,39.0,0
26,3,12,132,40,6.39,2258.0,859.0,3.0,1
24,3,6,52,4,5.85,2239.0,980.0,1.0,1
8,0,8,0,50,7.25,3600.0,1289.0,1.0,1
6,0,4,89,12,7.45,98061.0,65811.0,1.0,0
6,0,4,89,12,7.03,75147.0,48661.0,1.0,0
6,0,4,89,12,7.29,55535.0,35531.0,1.0,0
6,0,4,3,12,6.9,52812.0,33362.0,1.0,0
0,0,4,89,12,7.08,57168.0,36095.0,1.0,0
6,5,6,133,34,6.8,5784.0,2612.0,25.0,1
9,4,5,0,0,7.26,6097.0,3005.0,1.0,1
3,5,9,0,12,7.3,8476.0,2233.0,13.0,1
1,5,6,35,33,6.86,13782.0,5215.0,12.0,1
1,5,6,35,33,7.08,7092.0,3282.0,12.0,1
3,4,6,35,33,6.98,2799.0,1269.0,1.0,1
0,5,9,6,16,7.24,20958.0,10112.0,26.0,0
0,3,9,134,23,7.16,8975.0,4047.0,1.0,1
3,5,9,26,34,7.09,10570.0,5571.0,32.0,1
6,5,4,3,15,7.12,36686.0,21122.0,52.0,0
6,0,15,4,45,6.58,4317.0,1757.0,1.0,1
2,5,6,4,4,8.34,71635.0,38389.0,12.0,0
1,3,9,33,16,7.45,10367.0,5525.0,1.0,1
14,3,8,38,2,6.02,4510.0,1517.0,4.0,1
3,3,6,56,81,7.03,9689.0,4686.0,4.0,1
28,3,15,135,4,7.02,6268.0,2978.0,6.0,1
0,5,9,8,9,6.15,6972.0,3060.0,4.0,1
0,5,4,3,9,6.28,28263.0,12175.0,25.0,0
6,3,6,2,43,6.45,1887.0,821.0,3.0,1
6,5,6,20,4,6.75,4328.0,1379.0,25.0,1
6,3,6,20,4,6.2,2171.0,881.0,2.0,1
6,5,9,27,6,6.53,7296.0,1633.0,48.0,1
0,5,6,43,82,6.08,6263.0,1953.0,12.0,1
6,3,15,64,10,7.31,5997.0,2686.0,10.0,1
6,3,5,20,4,7.45,14461.0,7593.0,3.0,1
6,3,5,0,4,7.41,15366.0,7864.0,3.0,0
6,5,5,136,4,7.91,37972.0,21778.0,26.0,0
3,5,9,2,4,6.1,1950.0,508.0,13.0,1
3,3,6,0,4,6.68,19507.0,8685.0,4.0,0
0,3,9,137,16,6.59,3499.0,1646.0,3.0,1
3,5,9,23,2,7.2,3989.0,1107.0,26.0,1
0,5,6,20,6,7.04,6157.0,1814.0,25.0,1
0,3,6,0,71,6.72,4855.0,2215.0,4.0,1
0,3,9,0,50,6.73,7832.0,3201.0,6.0,1
6,5,5,136,51,7.08,10928.0,4593.0,26.0,1
0,3,9,3,16,6.6,3617.0,1450.0,6.0,1
0,5,9,3,16,7.0,5636.0,2174.0,26.0,1
1,3,6,0,2,6.67,9039.0,5043.0,3.0,1
0,5,6,0,10,6.62,4624.0,1713.0,26.0,1
0,3,8,0,17,7.3,8374.0,4548.0,6.0,1
18,0,9,138,83,6.92,26805.0,14884.0,1.0,0
1,5,5,34,48,6.42,3803.0,1153.0,13.0,1
0,5,5,4,4,7.54,460967.0,272362.0,13.0,0
1,5,6,0,62,7.33,6501.0,2424.0,12.0,1
1,5,12,100,66,6.68,15152.0,6145.0,12.0,0
6,5,9,18,84,6.07,4764.0,473.0,26.0,1
2,0,9,0,85,6.74,5446.0,2395.0,1.0,1
0,0,6,6,2,7.1,5668.0,2695.0,1.0,1
1,5,8,31,9,8.38,383024.0,188728.0,24.0,0
0,0,9,79,50,7.79,10036.0,5332.0,1.0,1
6,5,9,139,17,7.53,31089.0,16398.0,26.0,0
8,5,6,26,34,6.92,14509.0,4780.0,10.0,1
2,3,6,90,4,5.59,7108.0,3830.0,1.0,1
1,5,6,23,21,6.83,35860.0,18044.0,13.0,0
0,5,14,3,34,6.43,17164.0,6017.0,52.0,0
8,5,6,10,62,7.46,152279.0,68226.0,26.0,0
0,5,9,42,2,6.2,10273.0,3421.0,13.0,1
0,3,6,140,67,7.08,10190.0,5404.0,3.0,1
10,3,6,121,27,5.89,1472.0,489.0,4.0,1
0,3,6,141,21,6.15,2333.0,1043.0,2.0,1
6,5,9,0,63,6.91,21589.0,8587.0,12.0,0
0,5,15,3,17,7.37,10336.0,5377.0,26.0,1
2,5,6,26,34,7.65,65561.0,35646.0,39.0,0
10,3,9,14,0,7.52,17774.0,10190.0,1.0,0
3,5,6,142,86,6.85,23267.0,7596.0,24.0,0
0,3,6,38,2,5.98,5396.0,2379.0,1.0,1
0,3,4,143,0,6.98,6399.0,3145.0,1.0,1
0,5,4,143,0,7.03,7944.0,2903.0,26.0,1
6,5,6,3,19,7.4,72658.0,34563.0,26.0,0
6,5,9,31,11,7.62,34015.0,10942.0,39.0,0
0,0,9,9,11,5.48,4508.0,1667.0,1.0,1
6,3,9,0,16,6.44,7924.0,4095.0,6.0,1
2,3,12,144,42,6.59,3948.0,1554.0,3.0,1
0,3,9,42,2,5.94,2630.0,784.0,1.0,1
0,3,6,145,2,6.05,7236.0,3462.0,1.0,1
0,3,6,0,16,6.46,7483.0,3757.0,1.0,1
1,3,6,38,16,5.76,2804.0,1254.0,2.0,1
26,3,6,53,40,6.26,3249.0,1360.0,4.0,1
6,3,4,23,44,6.57,5196.0,1795.0,7.0,1
6,5,8,146,6,7.71,6877.0,3072.0,39.0,1
1,3,12,18,37,6.1,1164.0,445.0,3.0,1
12,3,15,147,69,5.4,9615.0,4926.0,1.0,1
12,3,15,147,69,5.13,5158.0,3109.0,1.0,1
3,3,9,59,10,7.44,13501.0,5218.0,7.0,0
3,3,9,59,0,7.55,5010.0,1844.0,16.0,1
3,0,9,0,2,6.86,6667.0,3235.0,1.0,1
0,5,9,67,9,7.41,176702.0,104398.0,5.0,0
0,5,6,105,6,7.75,34291.0,5589.0,195.0,0
0,5,6,105,6,7.75,34291.0,5589.0,195.0,0
0,3,9,27,42,6.67,3512.0,1865.0,1.0,1
0,3,9,27,35,6.58,3148.0,1632.0,1.0,1
0,3,9,27,35,6.61,2988.0,1485.0,1.0,1
12,2,9,12,87,7.28,12754.0,2850.0,13.0,1
1,5,6,27,42,6.76,2535.0,761.0,24.0,1
6,5,9,24,19,7.21,5774.0,1949.0,26.0,1
0,5,9,46,34,7.35,146442.0,95490.0,50.0,0
0,5,6,13,0,6.39,1187.0,327.0,26.0,1
5,5,6,12,13,6.88,4040.0,2056.0,52.0,1
21,4,6,0,13,6.75,6360.0,2671.0,1.0,1
2,3,6,17,4,6.23,6648.0,2773.0,4.0,1
2,0,8,3,2,7.29,1841.0,566.0,1.0,1
6,5,9,13,27,6.42,572.0,209.0,26.0,1
1,4,15,28,13,7.26,20554.0,9976.0,26.0,0
1,5,6,13,34,6.3,2342.0,360.0,25.0,1
0,3,6,133,4,5.6,3778.0,1552.0,2.0,1
3,3,9,0,16,6.4,8314.0,3364.0,3.0,1
3,3,9,17,16,7.33,22733.0,8033.0,8.0,0
0,3,9,148,88,6.64,5976.0,2722.0,3.0,1
0,3,9,65,16,6.64,8032.0,3035.0,3.0,1
0,3,9,37,89,5.99,7533.0,2880.0,6.0,1
0,3,9,88,2,7.24,12341.0,5509.0,3.0,1
6,3,15,118,90,5.87,1948.0,583.0,3.0,1
0,3,15,5,5,7.04,8371.0,3802.0,3.0,1
26,3,12,53,40,6.42,7844.0,3596.0,2.0,1
3,0,4,133,91,6.45,58905.0,41717.0,1.0,0
6,0,6,68,26,8.15,33024.0,20274.0,1.0,0
1,0,14,149,10,6.57,5326.0,3134.0,1.0,1
6,5,6,31,92,7.24,5236.0,1440.0,13.0,1
0,5,6,0,10,7.57,15187.0,5347.0,47.0,0
3,5,15,28,93,6.79,2663.0,851.0,13.0,1
0,4,5,0,0,7.35,2747.0,1048.0,1.0,1
0,3,6,69,16,5.89,1634.0,447.0,6.0,1
0,3,6,55,16,7.09,13059.0,5557.0,4.0,1
26,3,12,48,94,5.74,3695.0,1318.0,2.0,1
26,3,12,48,94,6.52,7601.0,3091.0,10.0,1
26,3,12,150,94,6.3,3369.0,1220.0,5.0,1
26,3,12,150,40,6.42,3343.0,1176.0,3.0,1
0,5,9,14,37,7.22,18795.0,7365.0,49.0,0
6,3,9,14,37,6.92,8655.0,3647.0,4.0,1
0,3,15,0,37,7.04,6472.0,3087.0,3.0,1
0,0,9,14,37,7.01,6191.0,2934.0,1.0,1
26,3,12,112,78,6.92,16979.0,8672.0,6.0,0
26,3,12,151,40,5.8,1434.0,520.0,2.0,1
26,3,12,69,28,6.8,8018.0,3635.0,5.0,1
21,5,9,152,13,6.69,2841.0,1124.0,5.0,1
12,5,9,152,13,7.36,7914.0,4123.0,13.0,1
6,3,9,23,37,5.78,1618.0,696.0,6.0,1
0,5,6,107,14,7.74,47039.0,15302.0,23.0,0
0,4,6,6,26,7.22,4124.0,1645.0,1.0,1
0,0,6,6,14,7.28,5634.0,2481.0,1.0,1
0,4,15,6,26,7.75,5732.0,2667.0,1.0,1
0,5,6,6,14,7.9,14878.0,4736.0,155.0,0
0,3,15,6,26,6.2,3261.0,1342.0,1.0,1
0,4,15,6,14,7.3,3935.0,1664.0,1.0,1
0,5,15,20,2,5.8,4827.0,2145.0,13.0,1
0,3,9,153,16,6.45,3416.0,1336.0,2.0,1
6,5,9,0,0,7.39,7641.0,1792.0,26.0,1
8,5,6,105,10,8.24,30872.0,8210.0,96.0,0
0,5,9,85,2,7.5,43582.0,12010.0,13.0,0
0,5,9,2,33,6.58,2833.0,1015.0,12.0,1
0,3,9,154,6,7.04,10706.0,2964.0,15.0,1
0,5,9,24,55,7.55,10282.0,3828.0,49.0,1
0,3,15,23,55,6.4,2790.0,1256.0,6.0,1
3,0,6,0,2,7.8,50757.0,21436.0,3.0,0
0,5,6,12,10,7.0,3974.0,1748.0,10.0,1
3,5,9,155,67,6.72,1978.0,435.0,26.0,1
0,3,6,51,6,6.15,7847.0,4125.0,1.0,1
0,5,6,12,0,7.99,27873.0,9887.0,51.0,0
12,3,15,156,4,6.69,6045.0,3178.0,1.0,1
0,5,6,3,26,8.16,422711.0,171226.0,103.0,0
0,3,6,71,4,6.2,5132.0,2302.0,2.0,1
1,5,6,3,6,7.98,11191.0,4334.0,35.0,1
1,5,6,3,3,8.15,34544.0,13713.0,102.0,0
6,4,9,0,15,6.79,18453.0,9039.0,1.0,0
1,4,9,4,76,7.0,5415.0,2681.0,3.0,1
0,5,9,157,95,7.27,7384.0,1879.0,26.0,1
18,0,6,158,4,6.24,6241.0,2923.0,1.0,1
0,5,5,56,24,7.24,78063.0,43265.0,12.0,0
1,3,6,0,17,6.32,6461.0,2841.0,4.0,1
1,5,15,159,16,6.84,4350.0,1268.0,26.0,1
6,5,6,160,8,6.92,14398.0,6729.0,13.0,0
1,3,6,35,33,7.08,5390.0,2422.0,6.0,1
29,3,15,0,35,5.44,2453.0,1003.0,1.0,1
1,5,6,54,70,7.29,18076.0,6135.0,153.0,0
0,5,6,24,49,6.9,9147.0,3263.0,26.0,1
0,5,6,37,2,8.27,260905.0,165113.0,12.0,0
2,3,6,28,92,7.84,19299.0,5750.0,12.0,0
8,5,9,59,13,7.31,10575.0,2525.0,13.0,1
0,4,4,89,12,6.99,16725.0,9228.0,1.0,0
0,0,4,54,12,7.38,59052.0,37844.0,1.0,0
6,4,4,154,12,6.57,16441.0,9002.0,1.0,0
3,3,9,161,96,5.29,1094.0,397.0,3.0,1
8,5,12,27,23,8.11,189512.0,101333.0,24.0,0
1,5,12,0,29,6.89,35400.0,17611.0,12.0,0
6,5,6,58,12,6.77,14601.0,6402.0,51.0,0
0,5,9,72,34,7.22,6800.0,2494.0,49.0,1
15,5,6,6,2,8.67,1451708.0,1006242.0,37.0,0
0,5,6,18,34,6.42,1030.0,308.0,22.0,1
0,5,6,26,42,6.8,6355.0,1772.0,22.0,1
0,5,9,0,0,6.22,6140.0,1625.0,26.0,1
12,3,4,0,63,6.75,2940.0,1333.0,3.0,1
6,5,6,162,64,7.15,57028.0,23059.0,26.0,0
3,5,6,13,34,7.38,2580.0,542.0,42.0,1
2,5,6,13,14,6.83,4771.0,1996.0,104.0,1
0,3,6,94,12,7.0,4293.0,1601.0,4.0,1
13,5,6,0,4,7.13,19087.0,8185.0,12.0,0
1,5,4,156,6,7.16,28084.0,12125.0,25.0,0
18,3,6,0,63,7.23,14196.0,5407.0,4.0,1
0,5,5,24,10,7.68,39370.0,14601.0,26.0,0
0,5,6,3,26,8.22,169084.0,93220.0,50.0,0
0,3,4,163,4,5.1,2062.0,860.0,3.0,1
7,5,12,39,33,6.25,6516.0,2192.0,12.0,1
0,5,4,3,12,7.19,89122.0,53901.0,192.0,0
0,5,4,3,12,7.23,64479.0,36197.0,191.0,0
6,5,6,67,26,7.64,10988.0,4240.0,43.0,1
0,5,6,26,48,7.03,39497.0,16613.0,22.0,0
1,5,12,23,20,7.14,47863.0,21001.0,12.0,0
1,5,8,3,4,7.92,152346.0,69161.0,25.0,0
0,5,6,3,10,7.07,7274.0,2943.0,51.0,1
6,5,15,29,10,6.46,1247.0,177.0,51.0,1
0,5,9,0,0,8.79,983674.0,625466.0,25.0,0
0,2,9,0,0,7.19,31048.0,9769.0,26.0,0
0,3,6,0,10,7.49,11078.0,4072.0,4.0,1
6,5,4,19,39,6.99,8092.0,2656.0,13.0,1
1,5,12,12,97,7.63,72178.0,36792.0,25.0,0
6,3,6,0,35,6.24,1082.0,385.0,2.0,1
1,5,12,89,12,6.74,24859.0,11059.0,12.0,0
0,3,6,12,37,6.33,2007.0,914.0,2.0,1
0,5,6,12,98,6.34,13309.0,4233.0,12.0,1
13,5,9,12,1,7.0,12118.0,3286.0,25.0,1
2,5,6,13,45,7.46,54506.0,17084.0,11.0,0
1,5,14,4,71,6.35,10175.0,3610.0,12.0,1
1,5,6,104,3,7.1,16670.0,5278.0,11.0,0
15,5,9,12,10,8.04,100848.0,44994.0,26.0,0
0,3,9,0,64,5.35,4069.0,1591.0,4.0,1
1,5,15,42,2,6.82,3663.0,1103.0,48.0,1
6,3,15,148,55,6.46,5399.0,2260.0,4.0,1
3,5,15,0,39,6.49,3927.0,1079.0,13.0,1
2,5,9,8,9,7.17,31985.0,7572.0,22.0,0
2,5,9,50,35,7.12,16959.0,7180.0,13.0,0
0,5,4,8,12,6.93,5833.0,2214.0,25.0,1
0,5,6,3,62,8.31,331525.0,145611.0,203.0,0
6,5,6,57,0,7.69,73963.0,34117.0,52.0,0
2,5,6,18,48,6.49,23311.0,8824.0,12.0,0
1,5,6,0,99,7.59,5254.0,1827.0,20.0,1
0,3,9,0,0,7.34,15780.0,8907.0,4.0,0
20,3,15,29,13,5.55,2179.0,1167.0,1.0,1
0,5,6,3,2,7.46,27051.0,17215.0,52.0,0
1,5,6,57,97,6.65,2023.0,594.0,4.0,1
0,5,8,20,4,6.7,3075.0,683.0,26.0,1
0,3,6,58,26,5.88,1226.0,465.0,4.0,1
0,3,9,12,13,5.68,6207.0,3056.0,1.0,1
0,5,6,143,53,6.23,5172.0,1964.0,13.0,1
0,5,6,143,53,6.23,5172.0,1964.0,13.0,1
0,5,6,121,34,6.83,11849.0,3122.0,26.0,1
26,3,12,48,94,6.21,3346.0,1360.0,2.0,1
26,3,12,69,100,6.59,7570.0,3578.0,3.0,1
26,3,12,69,54,6.59,6149.0,2847.0,2.0,1
6,5,15,13,27,6.89,2623.0,1244.0,41.0,1
26,3,9,164,101,4.99,78078.0,48543.0,1.0,0
20,5,6,15,6,7.54,20905.0,8702.0,51.0,0
20,3,9,165,4,5.92,1254.0,473.0,2.0,1
0,3,15,0,102,6.85,3963.0,1595.0,6.0,1
0,3,6,2,59,4.51,5389.0,2408.0,2.0,1
1,3,6,35,33,6.96,4530.0,1975.0,2.0,1
0,5,9,59,24,7.69,14736.0,3630.0,26.0,0
1,3,15,0,48,6.89,11983.0,7149.0,1.0,1
1,5,15,12,48,7.43,6285.0,2619.0,12.0,1
0,3,9,145,4,4.14,9072.0,3554.0,3.0,1
0,3,15,54,26,6.64,3717.0,1552.0,1.0,1
0,5,6,27,42,6.7,3499.0,927.0,24.0,1
0,5,6,121,34,6.59,9354.0,2150.0,25.0,1
3,5,15,26,34,6.44,913.0,197.0,39.0,1
0,5,6,143,51,5.45,1030.0,265.0,13.0,1
